date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:22:05	16292/16292	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:18%20GMT	https://neovim.io/doc/user/dev_theme.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/dev_theme.html	(from https://neovim.io/doc/user/index.html)
02:22:06	20133/20133	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:18%20GMT	https://neovim.io/doc/user/dev_tools.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/dev_tools.html	(from https://neovim.io/doc/user/index.html)
02:22:06	36185/36185	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:19%20GMT	https://neovim.io/doc/user/dev_vimpatch.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/dev_vimpatch.html	(from https://neovim.io/doc/user/index.html)
02:22:06	11447/11447	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:18%20GMT	https://neovim.io/doc/user/pi_gzip.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/pi_gzip.html	(from https://neovim.io/doc/user/index.html)
02:22:06	21976/21976	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:18%20GMT	https://neovim.io/doc/user/pi_msgpack.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/pi_msgpack.html	(from https://neovim.io/doc/user/index.html)
02:22:07	9379/9379	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2017%20Feb%202025%2001:22:07%20GMT	https://neovim.io/doc/user/nil	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/nil	(from https://neovim.io/doc/user/index.html)
02:22:07	12492/12492	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:18%20GMT	https://neovim.io/doc/user/pi_paren.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/pi_paren.html	(from https://neovim.io/doc/user/index.html)
02:22:07	15721/15721	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:18%20GMT	https://neovim.io/doc/user/pi_spec.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/pi_spec.html	(from https://neovim.io/doc/user/index.html)
02:22:08	17884/17884	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:18%20GMT	https://neovim.io/doc/user/pi_tar.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/pi_tar.html	(from https://neovim.io/doc/user/index.html)
02:22:08	19386/19386	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Feb%202025%2005:20:18%20GMT	https://neovim.io/doc/user/pi_zip.html	C:/Users/en27553/Desktop/Neovim%20Doc/neovim.io/doc/user/pi_zip.html	(from https://neovim.io/doc/user/index.html)
02:22:09	263136/263136	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Feb%202025%2001:22:09%20GMT	https://github.com/neovim/neovim/commit/a49f95d887a2425f11cb4a9b38f7b0039e4d837f	C:/Users/en27553/Desktop/Neovim%20Doc/github.com/neovim/neovim/commit/a49f95d887a2425f11cb4a9b38f7b0039e4d837f.html	(from https://neovim.io/doc/user/index.html)
02:22:09	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2017%20Feb%202025%2001:22:09%20GMT	https://github.com/neovim/neovim/issues/new?labels=bug&title=user+docs+HTML%3A+help.txt+&body=%60gen_help_html.lua%60+problem+at%3A+https://neovim.io/doc/user/index.html%0D%0DContext%3A%0D%0D%60%60%60%0DTODO%0D%60%60%60	C:/Users/en27553/Desktop/Neovim%20Doc/github.com/neovim/neovim/issues/new.6a28d8.delayed	(from https://neovim.io/doc/user/index.html)
02:22:09	40252/40252	---MCZ	200	added ('OK')	text/html	etag:W/%2223a931b275da86d337fd35024bfee137%22	https://github.com/login?return_to=https%3A%2F%2Fgithub.com%2Fneovim%2Fneovim%2Fissues%2Fnew%3Flabels%3Dbug%26title%3Duser%2Bdocs%2BHTML%253A%2Bhelp.txt%2B%26body%3D%2560gen_help_html.lua%2560%2Bproblem%2Bat%253A%2Bhttps%3A%2F%2Fneovim.io%2Fdoc%2Fuser%2Findex.html%250D%250DContext%253A%250D%250D%2560%2560%2560%250DTODO%250D%2560%2560%2560	C:/Users/en27553/Desktop/Neovim%20Doc/github.com/login74a2.html	(from https://neovim.io/doc/user/index.html)
02:22:12	133239/133239	---M-Z	200	added ('OK')	application/javascript	etag:W/%2220877-RWMCZGjP+t8sPIGk7dW9gSPvj0o%22	https://cdn.jsdelivr.net/npm/@docsearch/js@3	C:/Users/en27553/Desktop/Neovim%20Doc/cdn.jsdelivr.net/npm/@docsearch/js@3	(from https://neovim.io/doc/user/index.html)
